dataset,method,query_id,k,matches,elapsed_ms,status,ts
treefam,binary_branch_topdiff_within,90,65,90,1547.677,ok,2026-07-15T20:15:52+02:00
treefam,binary_branch_topdiff_within,91,65,31,1523.205,ok,2026-07-15T20:15:54+02:00
treefam,binary_branch_topdiff_within,92,65,58,1522.012,ok,2026-07-15T20:15:55+02:00
treefam,binary_branch_topdiff_within,93,65,42,1561.977,ok,2026-07-15T20:15:57+02:00
treefam,binary_branch_topdiff_within,94,65,69,1519.367,ok,2026-07-15T20:15:58+02:00
treefam,binary_branch_topdiff_within,95,66,75,1534.412,ok,2026-07-15T20:16:00+02:00
treefam,binary_branch_topdiff_within,96,66,99,1549.155,ok,2026-07-15T20:16:01+02:00
treefam,binary_branch_topdiff_within,97,66,89,1540.011,ok,2026-07-15T20:16:03+02:00
treefam,binary_branch_topdiff_within,98,66,94,1523.668,ok,2026-07-15T20:16:05+02:00
treefam,binary_branch_topdiff_within,99,66,91,1533.825,ok,2026-07-15T20:16:06+02:00
treefam,lblint_topdiff_within,0,41,40,1220.909,ok,2026-07-15T20:16:08+02:00
treefam,lblint_topdiff_within,1,43,29,1224.717,ok,2026-07-15T20:16:09+02:00
treefam,lblint_topdiff_within,2,43,49,1247.787,ok,2026-07-15T20:16:10+02:00
treefam,lblint_topdiff_within,3,44,51,1228.950,ok,2026-07-15T20:16:11+02:00
treefam,lblint_topdiff_within,4,44,50,1238.521,ok,2026-07-15T20:16:13+02:00
treefam,lblint_topdiff_within,5,46,50,1218.336,ok,2026-07-15T20:16:14+02:00
treefam,lblint_topdiff_within,6,46,50,1191.272,ok,2026-07-15T20:16:15+02:00
treefam,lblint_topdiff_within,7,49,51,1281.246,ok,2026-07-15T20:16:16+02:00
treefam,lblint_topdiff_within,8,50,66,1267.736,ok,2026-07-15T20:16:18+02:00
treefam,lblint_topdiff_within,9,50,61,1159.704,ok,2026-07-15T20:16:19+02:00
treefam,lblint_topdiff_within,10,50,65,1213.664,ok,2026-07-15T20:16:20+02:00
treefam,lblint_topdiff_within,11,50,63,1174.812,ok,2026-07-15T20:16:21+02:00
treefam,lblint_topdiff_within,12,50,65,1202.715,ok,2026-07-15T20:16:23+02:00
treefam,lblint_topdiff_within,13,50,65,1218.875,ok,2026-07-15T20:16:24+02:00
treefam,lblint_topdiff_within,14,50,66,1188.868,ok,2026-07-15T20:16:25+02:00
treefam,lblint_topdiff_within,15,50,65,1188.105,ok,2026-07-15T20:16:26+02:00
treefam,lblint_topdiff_within,16,50,66,1189.648,ok,2026-07-15T20:16:27+02:00
treefam,lblint_topdiff_within,17,50,66,1182.040,ok,2026-07-15T20:16:29+02:00
treefam,lblint_topdiff_within,18,50,66,1185.047,ok,2026-07-15T20:16:30+02:00
treefam,lblint_topdiff_within,19,50,61,1159.259,ok,2026-07-15T20:16:31+02:00
treefam,lblint_topdiff_within,20,50,65,1198.177,ok,2026-07-15T20:16:32+02:00
treefam,lblint_topdiff_within,21,50,61,1161.189,ok,2026-07-15T20:16:33+02:00
treefam,lblint_topdiff_within,22,50,65,1229.347,ok,2026-07-15T20:16:35+02:00
treefam,lblint_topdiff_within,23,50,67,1296.150,ok,2026-07-15T20:16:36+02:00
treefam,lblint_topdiff_within,24,50,65,1359.289,ok,2026-07-15T20:16:37+02:00
treefam,lblint_topdiff_within,25,50,64,1429.044,ok,2026-07-15T20:16:39+02:00
treefam,lblint_topdiff_within,26,50,62,1352.793,ok,2026-07-15T20:16:40+02:00
treefam,lblint_topdiff_within,27,50,62,1442.421,ok,2026-07-15T20:16:41+02:00
treefam,lblint_topdiff_within,28,50,62,1420.134,ok,2026-07-15T20:16:43+02:00
treefam,lblint_topdiff_within,29,50,63,1463.584,ok,2026-07-15T20:16:44+02:00
treefam,lblint_topdiff_within,30,50,62,1558.017,ok,2026-07-15T20:16:46+02:00
treefam,lblint_topdiff_within,31,50,66,1451.991,ok,2026-07-15T20:16:47+02:00
treefam,lblint_topdiff_within,32,50,63,1449.378,ok,2026-07-15T20:16:49+02:00
treefam,lblint_topdiff_within,33,50,61,1321.848,ok,2026-07-15T20:16:50+02:00
treefam,lblint_topdiff_within,34,50,62,1292.707,ok,2026-07-15T20:16:52+02:00
treefam,lblint_topdiff_within,35,51,55,1260.871,ok,2026-07-15T20:16:53+02:00
treefam,lblint_topdiff_within,36,52,62,1262.184,ok,2026-07-15T20:16:54+02:00
treefam,lblint_topdiff_within,37,53,67,1274.953,ok,2026-07-15T20:16:56+02:00
treefam,lblint_topdiff_within,38,53,68,1244.439,ok,2026-07-15T20:16:57+02:00
treefam,lblint_topdiff_within,39,55,66,1227.772,ok,2026-07-15T20:16:58+02:00
treefam,lblint_topdiff_within,40,55,69,1245.903,ok,2026-07-15T20:16:59+02:00
treefam,lblint_topdiff_within,41,55,69,1220.670,ok,2026-07-15T20:17:01+02:00
treefam,lblint_topdiff_within,42,55,69,1235.436,ok,2026-07-15T20:17:02+02:00
treefam,lblint_topdiff_within,43,56,27,1237.052,ok,2026-07-15T20:17:03+02:00
treefam,lblint_topdiff_within,44,56,27,1229.321,ok,2026-07-15T20:17:04+02:00
treefam,lblint_topdiff_within,45,57,70,1259.504,ok,2026-07-15T20:17:06+02:00
treefam,lblint_topdiff_within,46,57,27,1231.329,ok,2026-07-15T20:17:07+02:00
treefam,lblint_topdiff_within,47,57,27,1255.415,ok,2026-07-15T20:17:08+02:00
treefam,lblint_topdiff_within,48,59,73,1292.378,ok,2026-07-15T20:17:10+02:00
treefam,lblint_topdiff_within,49,59,72,1286.336,ok,2026-07-15T20:17:11+02:00
treefam,lblint_topdiff_within,50,59,73,1277.892,ok,2026-07-15T20:17:12+02:00
treefam,lblint_topdiff_within,51,59,71,1289.414,ok,2026-07-15T20:17:13+02:00
treefam,lblint_topdiff_within,52,60,72,1283.767,ok,2026-07-15T20:17:15+02:00
treefam,lblint_topdiff_within,53,60,79,1263.428,ok,2026-07-15T20:17:16+02:00
treefam,lblint_topdiff_within,54,60,46,1248.240,ok,2026-07-15T20:17:17+02:00
treefam,lblint_topdiff_within,55,61,48,1298.393,ok,2026-07-15T20:17:19+02:00
treefam,lblint_topdiff_within,56,61,45,1355.645,ok,2026-07-15T20:17:20+02:00
treefam,lblint_topdiff_within,57,61,62,1264.869,ok,2026-07-15T20:17:21+02:00
treefam,lblint_topdiff_within,58,62,41,1313.138,ok,2026-07-15T20:17:23+02:00
treefam,lblint_topdiff_within,59,62,31,1257.859,ok,2026-07-15T20:17:24+02:00
treefam,lblint_topdiff_within,60,62,31,1290.121,ok,2026-07-15T20:17:25+02:00
treefam,lblint_topdiff_within,61,62,28,1229.902,ok,2026-07-15T20:17:27+02:00
treefam,lblint_topdiff_within,62,63,51,1292.135,ok,2026-07-15T20:17:28+02:00
treefam,lblint_topdiff_within,63,63,66,1296.319,ok,2026-07-15T20:17:29+02:00
treefam,lblint_topdiff_within,64,63,69,1290.049,ok,2026-07-15T20:17:30+02:00
treefam,lblint_topdiff_within,65,63,78,1337.272,ok,2026-07-15T20:17:32+02:00
treefam,lblint_topdiff_within,66,63,67,1275.242,ok,2026-07-15T20:17:33+02:00
treefam,lblint_topdiff_within,67,63,61,1311.752,ok,2026-07-15T20:17:34+02:00
treefam,lblint_topdiff_within,68,63,66,1281.752,ok,2026-07-15T20:17:36+02:00
treefam,lblint_topdiff_within,69,63,54,1272.388,ok,2026-07-15T20:17:37+02:00
treefam,lblint_topdiff_within,70,64,81,1333.360,ok,2026-07-15T20:17:38+02:00
treefam,lblint_topdiff_within,71,64,91,1299.917,ok,2026-07-15T20:17:40+02:00
treefam,lblint_topdiff_within,72,64,51,1292.009,ok,2026-07-15T20:17:41+02:00
treefam,lblint_topdiff_within,73,64,56,1286.187,ok,2026-07-15T20:17:42+02:00
treefam,lblint_topdiff_within,74,64,87,1305.280,ok,2026-07-15T20:17:44+02:00
treefam,lblint_topdiff_within,75,64,69,1308.900,ok,2026-07-15T20:17:45+02:00
treefam,lblint_topdiff_within,76,64,66,1306.152,ok,2026-07-15T20:17:46+02:00
treefam,lblint_topdiff_within,77,64,55,1296.757,ok,2026-07-15T20:17:48+02:00
treefam,lblint_topdiff_within,78,64,83,1293.243,ok,2026-07-15T20:17:49+02:00
treefam,lblint_topdiff_within,79,64,77,1288.647,ok,2026-07-15T20:17:50+02:00
treefam,lblint_topdiff_within,80,65,55,1301.090,ok,2026-07-15T20:17:51+02:00
treefam,lblint_topdiff_within,81,65,46,1308.707,ok,2026-07-15T20:17:53+02:00
treefam,lblint_topdiff_within,82,65,46,1322.301,ok,2026-07-15T20:17:54+02:00
treefam,lblint_topdiff_within,83,65,65,1302.502,ok,2026-07-15T20:17:55+02:00
treefam,lblint_topdiff_within,84,65,92,1296.417,ok,2026-07-15T20:17:57+02:00
treefam,lblint_topdiff_within,85,65,64,1294.109,ok,2026-07-15T20:17:58+02:00
treefam,lblint_topdiff_within,86,65,79,1288.339,ok,2026-07-15T20:17:59+02:00
treefam,lblint_topdiff_within,87,65,76,1295.029,ok,2026-07-15T20:18:01+02:00
treefam,lblint_topdiff_within,88,65,65,1281.339,ok,2026-07-15T20:18:02+02:00
treefam,lblint_topdiff_within,89,65,58,1294.726,ok,2026-07-15T20:18:03+02:00
treefam,lblint_topdiff_within,90,65,90,1294.352,ok,2026-07-15T20:18:05+02:00
treefam,lblint_topdiff_within,91,65,31,1249.398,ok,2026-07-15T20:18:06+02:00
treefam,lblint_topdiff_within,92,65,58,1294.847,ok,2026-07-15T20:18:07+02:00
treefam,lblint_topdiff_within,93,65,42,1297.301,ok,2026-07-15T20:18:09+02:00
treefam,lblint_topdiff_within,94,65,69,1302.513,ok,2026-07-15T20:18:10+02:00
treefam,lblint_topdiff_within,95,66,75,1333.060,ok,2026-07-15T20:18:11+02:00
treefam,lblint_topdiff_within,96,66,99,1318.858,ok,2026-07-15T20:18:13+02:00
treefam,lblint_topdiff_within,97,66,89,1343.001,ok,2026-07-15T20:18:14+02:00
treefam,lblint_topdiff_within,98,66,94,1340.712,ok,2026-07-15T20:18:15+02:00
treefam,lblint_topdiff_within,99,66,91,1369.163,ok,2026-07-15T20:18:17+02:00
dblp,sed_topdiff_within,0,12,1241,395.350,ok,2026-07-15T20:18:18+02:00
dblp,sed_topdiff_within,1,11,3169,371.098,ok,2026-07-15T20:18:18+02:00
dblp,sed_topdiff_within,2,11,648,381.988,ok,2026-07-15T20:18:19+02:00
dblp,sed_topdiff_within,3,12,1898,371.441,ok,2026-07-15T20:18:19+02:00
dblp,sed_topdiff_within,4,11,1112,376.918,ok,2026-07-15T20:18:20+02:00
dblp,sed_topdiff_within,5,11,1215,364.661,ok,2026-07-15T20:18:20+02:00
dblp,sed_topdiff_within,6,11,1931,363.799,ok,2026-07-15T20:18:20+02:00
dblp,sed_topdiff_within,7,11,338,373.083,ok,2026-07-15T20:18:21+02:00
dblp,sed_topdiff_within,8,11,536,398.458,ok,2026-07-15T20:18:21+02:00
dblp,sed_topdiff_within,9,12,10294,412.485,ok,2026-07-15T20:18:22+02:00
dblp,sed_topdiff_within,10,11,544,377.506,ok,2026-07-15T20:18:22+02:00
dblp,sed_topdiff_within,11,11,2008,363.600,ok,2026-07-15T20:18:22+02:00
dblp,sed_topdiff_within,12,11,1170,381.900,ok,2026-07-15T20:18:23+02:00
dblp,sed_topdiff_within,13,12,1241,390.078,ok,2026-07-15T20:18:23+02:00
dblp,sed_topdiff_within,14,11,438,375.822,ok,2026-07-15T20:18:24+02:00
dblp,sed_topdiff_within,15,11,2041,371.352,ok,2026-07-15T20:18:24+02:00
dblp,sed_topdiff_within,16,11,1762,370.208,ok,2026-07-15T20:18:24+02:00
dblp,sed_topdiff_within,17,12,1283,395.119,ok,2026-07-15T20:18:25+02:00
dblp,sed_topdiff_within,18,11,1169,368.807,ok,2026-07-15T20:18:25+02:00
dblp,sed_topdiff_within,19,11,438,364.467,ok,2026-07-15T20:18:26+02:00
dblp,sed_topdiff_within,20,11,2504,367.166,ok,2026-07-15T20:18:26+02:00
dblp,sed_topdiff_within,21,11,2044,373.607,ok,2026-07-15T20:18:26+02:00
dblp,sed_topdiff_within,22,11,2040,381.491,ok,2026-07-15T20:18:27+02:00
dblp,sed_topdiff_within,23,11,545,359.683,ok,2026-07-15T20:18:27+02:00
dblp,sed_topdiff_within,24,11,1883,368.701,ok,2026-07-15T20:18:28+02:00
dblp,sed_topdiff_within,25,11,994,359.675,ok,2026-07-15T20:18:28+02:00
dblp,sed_topdiff_within,26,11,438,369.920,ok,2026-07-15T20:18:28+02:00
dblp,sed_topdiff_within,27,12,1366,380.831,ok,2026-07-15T20:18:29+02:00
dblp,sed_topdiff_within,28,11,2150,367.020,ok,2026-07-15T20:18:29+02:00
dblp,sed_topdiff_within,29,11,438,369.060,ok,2026-07-15T20:18:30+02:00
dblp,sed_topdiff_within,30,11,993,375.184,ok,2026-07-15T20:18:30+02:00
dblp,sed_topdiff_within,31,11,1148,371.283,ok,2026-07-15T20:18:30+02:00
dblp,sed_topdiff_within,32,11,368,358.268,ok,2026-07-15T20:18:31+02:00
dblp,sed_topdiff_within,33,11,1684,373.636,ok,2026-07-15T20:18:31+02:00
dblp,sed_topdiff_within,34,11,260,375.743,ok,2026-07-15T20:18:31+02:00
dblp,sed_topdiff_within,35,11,1883,371.539,ok,2026-07-15T20:18:32+02:00
dblp,sed_topdiff_within,36,11,1682,362.979,ok,2026-07-15T20:18:32+02:00
dblp,sed_topdiff_within,37,11,2090,389.318,ok,2026-07-15T20:18:33+02:00
dblp,sed_topdiff_within,38,11,650,372.841,ok,2026-07-15T20:18:33+02:00
dblp,sed_topdiff_within,39,11,438,370.892,ok,2026-07-15T20:18:33+02:00
dblp,sed_topdiff_within,40,11,454,357.411,ok,2026-07-15T20:18:34+02:00
dblp,sed_topdiff_within,41,11,2121,377.501,ok,2026-07-15T20:18:34+02:00
dblp,sed_topdiff_within,42,11,544,361.686,ok,2026-07-15T20:18:35+02:00
dblp,sed_topdiff_within,43,11,438,367.463,ok,2026-07-15T20:18:35+02:00
dblp,sed_topdiff_within,44,11,648,370.215,ok,2026-07-15T20:18:35+02:00
dblp,sed_topdiff_within,45,11,2182,375.952,ok,2026-07-15T20:18:36+02:00
dblp,sed_topdiff_within,46,11,2181,378.982,ok,2026-07-15T20:18:36+02:00
dblp,sed_topdiff_within,47,11,2009,409.812,ok,2026-07-15T20:18:37+02:00
dblp,sed_topdiff_within,48,11,537,358.304,ok,2026-07-15T20:18:37+02:00
dblp,sed_topdiff_within,49,11,2505,369.555,ok,2026-07-15T20:18:37+02:00
dblp,sed_topdiff_within,50,11,534,358.493,ok,2026-07-15T20:18:38+02:00
dblp,sed_topdiff_within,51,11,2366,405.239,ok,2026-07-15T20:18:38+02:00
dblp,sed_topdiff_within,52,11,2091,393.183,ok,2026-07-15T20:18:39+02:00
dblp,sed_topdiff_within,53,11,1148,375.787,ok,2026-07-15T20:18:39+02:00
dblp,sed_topdiff_within,54,11,2120,390.842,ok,2026-07-15T20:18:39+02:00
dblp,sed_topdiff_within,55,11,368,383.409,ok,2026-07-15T20:18:40+02:00
dblp,sed_topdiff_within,56,11,2009,383.424,ok,2026-07-15T20:18:40+02:00
dblp,sed_topdiff_within,57,11,1883,367.997,ok,2026-07-15T20:18:41+02:00
dblp,sed_topdiff_within,58,11,438,366.804,ok,2026-07-15T20:18:41+02:00
dblp,sed_topdiff_within,59,11,2366,366.354,ok,2026-07-15T20:18:41+02:00
dblp,sed_topdiff_within,60,11,2100,368.335,ok,2026-07-15T20:18:42+02:00
dblp,sed_topdiff_within,61,11,368,376.646,ok,2026-07-15T20:18:42+02:00
dblp,sed_topdiff_within,62,11,340,357.727,ok,2026-07-15T20:18:43+02:00
dblp,sed_topdiff_within,63,11,1883,372.488,ok,2026-07-15T20:18:43+02:00
dblp,sed_topdiff_within,64,11,438,385.387,ok,2026-07-15T20:18:43+02:00
dblp,sed_topdiff_within,65,11,534,355.858,ok,2026-07-15T20:18:44+02:00
dblp,sed_topdiff_within,66,11,1682,365.058,ok,2026-07-15T20:18:44+02:00
dblp,sed_topdiff_within,67,11,438,363.820,ok,2026-07-15T20:18:44+02:00
dblp,sed_topdiff_within,68,11,404,372.026,ok,2026-07-15T20:18:45+02:00
dblp,sed_topdiff_within,69,11,454,373.187,ok,2026-07-15T20:18:45+02:00
dblp,sed_topdiff_within,70,11,1931,368.085,ok,2026-07-15T20:18:46+02:00
dblp,sed_topdiff_within,71,11,537,374.791,ok,2026-07-15T20:18:46+02:00
dblp,sed_topdiff_within,72,11,1147,351.399,ok,2026-07-15T20:18:46+02:00
dblp,sed_topdiff_within,73,11,157,364.282,ok,2026-07-15T20:18:47+02:00
dblp,sed_topdiff_within,74,11,2366,374.092,ok,2026-07-15T20:18:47+02:00
dblp,sed_topdiff_within,75,11,2041,384.931,ok,2026-07-15T20:18:48+02:00
dblp,sed_topdiff_within,76,11,2182,366.205,ok,2026-07-15T20:18:48+02:00
dblp,sed_topdiff_within,77,11,260,370.632,ok,2026-07-15T20:18:48+02:00
dblp,sed_topdiff_within,78,11,1763,366.854,ok,2026-07-15T20:18:49+02:00
dblp,sed_topdiff_within,79,11,1147,359.743,ok,2026-07-15T20:18:49+02:00
dblp,sed_topdiff_within,80,11,536,359.553,ok,2026-07-15T20:18:50+02:00
dblp,sed_topdiff_within,81,11,333,354.648,ok,2026-07-15T20:18:50+02:00
dblp,sed_topdiff_within,82,11,588,403.113,ok,2026-07-15T20:18:50+02:00
dblp,sed_topdiff_within,83,11,1884,370.431,ok,2026-07-15T20:18:51+02:00
dblp,sed_topdiff_within,84,11,338,360.962,ok,2026-07-15T20:18:51+02:00
dblp,sed_topdiff_within,85,11,1148,373.614,ok,2026-07-15T20:18:51+02:00
dblp,sed_topdiff_within,86,11,588,386.288,ok,2026-07-15T20:18:52+02:00
dblp,sed_topdiff_within,87,11,438,373.108,ok,2026-07-15T20:18:52+02:00
dblp,sed_topdiff_within,88,11,394,364.209,ok,2026-07-15T20:18:53+02:00
dblp,sed_topdiff_within,89,11,368,383.270,ok,2026-07-15T20:18:53+02:00
dblp,sed_topdiff_within,90,11,662,370.998,ok,2026-07-15T20:18:53+02:00
dblp,sed_topdiff_within,91,12,1868,394.595,ok,2026-07-15T20:18:54+02:00
dblp,sed_topdiff_within,92,11,1682,369.067,ok,2026-07-15T20:18:54+02:00
dblp,sed_topdiff_within,93,11,1217,367.039,ok,2026-07-15T20:18:55+02:00
dblp,sed_topdiff_within,94,12,1244,369.733,ok,2026-07-15T20:18:55+02:00
dblp,sed_topdiff_within,95,12,3574,385.618,ok,2026-07-15T20:18:55+02:00
dblp,sed_topdiff_within,96,11,340,361.697,ok,2026-07-15T20:18:56+02:00
dblp,sed_topdiff_within,97,11,2008,365.263,ok,2026-07-15T20:18:56+02:00
dblp,sed_topdiff_within,98,11,2367,387.805,ok,2026-07-15T20:18:57+02:00
dblp,sed_topdiff_within,99,11,1833,371.468,ok,2026-07-15T20:18:57+02:00
dblp,sed_plain_topdiff_within,0,12,1241,285.139,ok,2026-07-15T20:18:57+02:00
dblp,sed_plain_topdiff_within,1,11,3169,292.375,ok,2026-07-15T20:18:58+02:00
dblp,sed_plain_topdiff_within,2,11,648,276.990,ok,2026-07-15T20:18:58+02:00
dblp,sed_plain_topdiff_within,3,12,1898,290.437,ok,2026-07-15T20:18:58+02:00
dblp,sed_plain_topdiff_within,4,11,1112,325.379,ok,2026-07-15T20:18:59+02:00
dblp,sed_plain_topdiff_within,5,11,1215,302.970,ok,2026-07-15T20:18:59+02:00
dblp,sed_plain_topdiff_within,6,11,1931,283.130,ok,2026-07-15T20:18:59+02:00
dblp,sed_plain_topdiff_within,7,11,338,285.068,ok,2026-07-15T20:19:00+02:00
dblp,sed_plain_topdiff_within,8,11,536,282.853,ok,2026-07-15T20:19:00+02:00
dblp,sed_plain_topdiff_within,9,12,10294,341.759,ok,2026-07-15T20:19:00+02:00
dblp,sed_plain_topdiff_within,10,11,544,288.030,ok,2026-07-15T20:19:01+02:00
dblp,sed_plain_topdiff_within,11,11,2008,281.257,ok,2026-07-15T20:19:01+02:00
dblp,sed_plain_topdiff_within,12,11,1170,291.805,ok,2026-07-15T20:19:01+02:00
dblp,sed_plain_topdiff_within,13,12,1241,276.864,ok,2026-07-15T20:19:01+02:00
dblp,sed_plain_topdiff_within,14,11,438,290.308,ok,2026-07-15T20:19:02+02:00
dblp,sed_plain_topdiff_within,15,11,2041,292.687,ok,2026-07-15T20:19:02+02:00
dblp,sed_plain_topdiff_within,16,11,1762,283.547,ok,2026-07-15T20:19:02+02:00
dblp,sed_plain_topdiff_within,17,12,1283,284.036,ok,2026-07-15T20:19:03+02:00
dblp,sed_plain_topdiff_within,18,11,1169,299.202,ok,2026-07-15T20:19:03+02:00
dblp,sed_plain_topdiff_within,19,11,438,272.082,ok,2026-07-15T20:19:03+02:00
dblp,sed_plain_topdiff_within,20,11,2504,298.350,ok,2026-07-15T20:19:04+02:00
dblp,sed_plain_topdiff_within,21,11,2044,281.467,ok,2026-07-15T20:19:04+02:00
dblp,sed_plain_topdiff_within,22,11,2040,279.145,ok,2026-07-15T20:19:04+02:00
dblp,sed_plain_topdiff_within,23,11,545,288.786,ok,2026-07-15T20:19:05+02:00
dblp,sed_plain_topdiff_within,24,11,1883,308.931,ok,2026-07-15T20:19:05+02:00
dblp,sed_plain_topdiff_within,25,11,994,308.820,ok,2026-07-15T20:19:05+02:00
dblp,sed_plain_topdiff_within,26,11,438,295.898,ok,2026-07-15T20:19:06+02:00
dblp,sed_plain_topdiff_within,27,12,1366,303.324,ok,2026-07-15T20:19:06+02:00
dblp,sed_plain_topdiff_within,28,11,2150,292.178,ok,2026-07-15T20:19:06+02:00
dblp,sed_plain_topdiff_within,29,11,438,285.864,ok,2026-07-15T20:19:06+02:00
dblp,sed_plain_topdiff_within,30,11,993,296.963,ok,2026-07-15T20:19:07+02:00
dblp,sed_plain_topdiff_within,31,11,1148,280.090,ok,2026-07-15T20:19:07+02:00
dblp,sed_plain_topdiff_within,32,11,368,275.164,ok,2026-07-15T20:19:07+02:00
dblp,sed_plain_topdiff_within,33,11,1684,277.223,ok,2026-07-15T20:19:08+02:00
dblp,sed_plain_topdiff_within,34,11,260,269.008,ok,2026-07-15T20:19:08+02:00
dblp,sed_plain_topdiff_within,35,11,1883,310.954,ok,2026-07-15T20:19:08+02:00
dblp,sed_plain_topdiff_within,36,11,1682,290.499,ok,2026-07-15T20:19:09+02:00
dblp,sed_plain_topdiff_within,37,11,2090,294.255,ok,2026-07-15T20:19:09+02:00
dblp,sed_plain_topdiff_within,38,11,650,282.779,ok,2026-07-15T20:19:09+02:00
dblp,sed_plain_topdiff_within,39,11,438,278.100,ok,2026-07-15T20:19:10+02:00
dblp,sed_plain_topdiff_within,40,11,454,310.545,ok,2026-07-15T20:19:10+02:00
dblp,sed_plain_topdiff_within,41,11,2121,284.113,ok,2026-07-15T20:19:10+02:00
dblp,sed_plain_topdiff_within,42,11,544,278.964,ok,2026-07-15T20:19:10+02:00
dblp,sed_plain_topdiff_within,43,11,438,287.148,ok,2026-07-15T20:19:11+02:00
dblp,sed_plain_topdiff_within,44,11,648,292.827,ok,2026-07-15T20:19:11+02:00
dblp,sed_plain_topdiff_within,45,11,2182,290.391,ok,2026-07-15T20:19:11+02:00
dblp,sed_plain_topdiff_within,46,11,2181,281.017,ok,2026-07-15T20:19:12+02:00
dblp,sed_plain_topdiff_within,47,11,2009,310.548,ok,2026-07-15T20:19:12+02:00
dblp,sed_plain_topdiff_within,48,11,537,281.350,ok,2026-07-15T20:19:12+02:00
dblp,sed_plain_topdiff_within,49,11,2505,276.817,ok,2026-07-15T20:19:13+02:00
dblp,sed_plain_topdiff_within,50,11,534,282.855,ok,2026-07-15T20:19:13+02:00
dblp,sed_plain_topdiff_within,51,11,2366,299.430,ok,2026-07-15T20:19:13+02:00
dblp,sed_plain_topdiff_within,52,11,2091,298.137,ok,2026-07-15T20:19:14+02:00
dblp,sed_plain_topdiff_within,53,11,1148,299.275,ok,2026-07-15T20:19:14+02:00
dblp,sed_plain_topdiff_within,54,11,2120,296.682,ok,2026-07-15T20:19:14+02:00
dblp,sed_plain_topdiff_within,55,11,368,282.382,ok,2026-07-15T20:19:15+02:00
dblp,sed_plain_topdiff_within,56,11,2009,295.607,ok,2026-07-15T20:19:15+02:00
dblp,sed_plain_topdiff_within,57,11,1883,285.369,ok,2026-07-15T20:19:15+02:00
dblp,sed_plain_topdiff_within,58,11,438,290.640,ok,2026-07-15T20:19:15+02:00
dblp,sed_plain_topdiff_within,59,11,2366,282.161,ok,2026-07-15T20:19:16+02:00
dblp,sed_plain_topdiff_within,60,11,2100,294.478,ok,2026-07-15T20:19:16+02:00
dblp,sed_plain_topdiff_within,61,11,368,268.906,ok,2026-07-15T20:19:16+02:00
dblp,sed_plain_topdiff_within,62,11,340,273.878,ok,2026-07-15T20:19:17+02:00
dblp,sed_plain_topdiff_within,63,11,1883,281.261,ok,2026-07-15T20:19:17+02:00
dblp,sed_plain_topdiff_within,64,11,438,280.701,ok,2026-07-15T20:19:17+02:00
dblp,sed_plain_topdiff_within,65,11,534,299.658,ok,2026-07-15T20:19:18+02:00
dblp,sed_plain_topdiff_within,66,11,1682,307.834,ok,2026-07-15T20:19:18+02:00
dblp,sed_plain_topdiff_within,67,11,438,303.341,ok,2026-07-15T20:19:18+02:00
dblp,sed_plain_topdiff_within,68,11,404,270.750,ok,2026-07-15T20:19:19+02:00
dblp,sed_plain_topdiff_within,69,11,454,275.327,ok,2026-07-15T20:19:19+02:00
dblp,sed_plain_topdiff_within,70,11,1931,304.909,ok,2026-07-15T20:19:19+02:00
dblp,sed_plain_topdiff_within,71,11,537,289.321,ok,2026-07-15T20:19:19+02:00
dblp,sed_plain_topdiff_within,72,11,1147,277.147,ok,2026-07-15T20:19:20+02:00
dblp,sed_plain_topdiff_within,73,11,157,274.263,ok,2026-07-15T20:19:20+02:00
dblp,sed_plain_topdiff_within,74,11,2366,290.848,ok,2026-07-15T20:19:20+02:00
dblp,sed_plain_topdiff_within,75,11,2041,290.785,ok,2026-07-15T20:19:21+02:00
dblp,sed_plain_topdiff_within,76,11,2182,313.679,ok,2026-07-15T20:19:21+02:00
dblp,sed_plain_topdiff_within,77,11,260,279.670,ok,2026-07-15T20:19:21+02:00
dblp,sed_plain_topdiff_within,78,11,1763,294.241,ok,2026-07-15T20:19:22+02:00
dblp,sed_plain_topdiff_within,79,11,1147,276.784,ok,2026-07-15T20:19:22+02:00
dblp,sed_plain_topdiff_within,80,11,536,285.668,ok,2026-07-15T20:19:22+02:00
dblp,sed_plain_topdiff_within,81,11,333,281.337,ok,2026-07-15T20:19:23+02:00
dblp,sed_plain_topdiff_within,82,11,588,276.979,ok,2026-07-15T20:19:23+02:00
dblp,sed_plain_topdiff_within,83,11,1884,288.038,ok,2026-07-15T20:19:23+02:00
dblp,sed_plain_topdiff_within,84,11,338,271.411,ok,2026-07-15T20:19:23+02:00
dblp,sed_plain_topdiff_within,85,11,1148,280.096,ok,2026-07-15T20:19:24+02:00
dblp,sed_plain_topdiff_within,86,11,588,295.542,ok,2026-07-15T20:19:24+02:00
dblp,sed_plain_topdiff_within,87,11,438,295.028,ok,2026-07-15T20:19:24+02:00
dblp,sed_plain_topdiff_within,88,11,394,306.785,ok,2026-07-15T20:19:25+02:00
dblp,sed_plain_topdiff_within,89,11,368,285.131,ok,2026-07-15T20:19:25+02:00
dblp,sed_plain_topdiff_within,90,11,662,293.814,ok,2026-07-15T20:19:25+02:00
dblp,sed_plain_topdiff_within,91,12,1868,293.938,ok,2026-07-15T20:19:26+02:00
dblp,sed_plain_topdiff_within,92,11,1682,280.788,ok,2026-07-15T20:19:26+02:00
