dataset,method,query_id,k,matches,elapsed_ms,status,ts
rna,lblint_topdiff_within,37,5,217,66.420,ok,2026-07-15T20:01:54+02:00
rna,lblint_topdiff_within,38,5,317,66.712,ok,2026-07-15T20:01:54+02:00
rna,lblint_topdiff_within,39,5,205,66.372,ok,2026-07-15T20:01:54+02:00
rna,lblint_topdiff_within,40,4,185,65.274,ok,2026-07-15T20:01:54+02:00
rna,lblint_topdiff_within,41,5,316,74.230,ok,2026-07-15T20:01:54+02:00
rna,lblint_topdiff_within,42,5,299,74.882,ok,2026-07-15T20:01:54+02:00
rna,lblint_topdiff_within,43,5,353,71.169,ok,2026-07-15T20:01:54+02:00
rna,lblint_topdiff_within,44,5,327,81.030,ok,2026-07-15T20:01:54+02:00
rna,lblint_topdiff_within,45,4,237,91.003,ok,2026-07-15T20:01:54+02:00
rna,lblint_topdiff_within,46,4,157,66.931,ok,2026-07-15T20:01:55+02:00
rna,lblint_topdiff_within,47,4,109,88.215,ok,2026-07-15T20:01:55+02:00
rna,lblint_topdiff_within,48,4,103,72.214,ok,2026-07-15T20:01:55+02:00
rna,lblint_topdiff_within,49,4,96,68.990,ok,2026-07-15T20:01:55+02:00
rna,lblint_topdiff_within,50,4,76,71.783,ok,2026-07-15T20:01:55+02:00
rna,lblint_topdiff_within,51,5,264,65.762,ok,2026-07-15T20:01:55+02:00
rna,lblint_topdiff_within,52,5,361,65.971,ok,2026-07-15T20:01:55+02:00
rna,lblint_topdiff_within,53,5,414,67.673,ok,2026-07-15T20:01:55+02:00
rna,lblint_topdiff_within,54,6,267,66.053,ok,2026-07-15T20:01:55+02:00
rna,lblint_topdiff_within,55,4,224,64.259,ok,2026-07-15T20:01:55+02:00
rna,lblint_topdiff_within,56,4,172,78.169,ok,2026-07-15T20:01:56+02:00
rna,lblint_topdiff_within,57,4,194,81.166,ok,2026-07-15T20:01:56+02:00
rna,lblint_topdiff_within,58,4,153,81.076,ok,2026-07-15T20:01:56+02:00
rna,lblint_topdiff_within,59,5,335,74.754,ok,2026-07-15T20:01:56+02:00
rna,lblint_topdiff_within,60,5,342,73.778,ok,2026-07-15T20:01:56+02:00
rna,lblint_topdiff_within,61,5,405,65.413,ok,2026-07-15T20:01:56+02:00
rna,lblint_topdiff_within,62,5,264,65.773,ok,2026-07-15T20:01:56+02:00
rna,lblint_topdiff_within,63,5,361,80.442,ok,2026-07-15T20:01:56+02:00
rna,lblint_topdiff_within,64,5,386,65.164,ok,2026-07-15T20:01:56+02:00
rna,lblint_topdiff_within,65,5,230,64.065,ok,2026-07-15T20:01:56+02:00
rna,lblint_topdiff_within,66,4,66,62.916,ok,2026-07-15T20:01:56+02:00
rna,lblint_topdiff_within,67,4,169,65.799,ok,2026-07-15T20:01:57+02:00
rna,lblint_topdiff_within,68,4,90,71.398,ok,2026-07-15T20:01:57+02:00
rna,lblint_topdiff_within,69,6,649,72.813,ok,2026-07-15T20:01:57+02:00
rna,lblint_topdiff_within,70,6,288,69.279,ok,2026-07-15T20:01:57+02:00
rna,lblint_topdiff_within,71,6,320,68.818,ok,2026-07-15T20:01:57+02:00
rna,lblint_topdiff_within,72,4,136,65.425,ok,2026-07-15T20:01:57+02:00
rna,lblint_topdiff_within,73,5,399,69.926,ok,2026-07-15T20:01:57+02:00
rna,lblint_topdiff_within,74,5,354,68.744,ok,2026-07-15T20:01:57+02:00
rna,lblint_topdiff_within,75,4,107,65.762,ok,2026-07-15T20:01:57+02:00
rna,lblint_topdiff_within,76,5,51,68.211,ok,2026-07-15T20:01:57+02:00
rna,lblint_topdiff_within,77,5,204,71.143,ok,2026-07-15T20:01:57+02:00
rna,lblint_topdiff_within,78,5,260,68.096,ok,2026-07-15T20:01:58+02:00
rna,lblint_topdiff_within,79,5,214,71.887,ok,2026-07-15T20:01:58+02:00
rna,lblint_topdiff_within,80,5,261,75.893,ok,2026-07-15T20:01:58+02:00
rna,lblint_topdiff_within,81,5,223,68.975,ok,2026-07-15T20:01:58+02:00
rna,lblint_topdiff_within,82,5,217,72.172,ok,2026-07-15T20:01:58+02:00
rna,lblint_topdiff_within,83,5,217,65.599,ok,2026-07-15T20:01:58+02:00
rna,lblint_topdiff_within,84,5,88,63.776,ok,2026-07-15T20:01:58+02:00
rna,lblint_topdiff_within,85,5,92,66.128,ok,2026-07-15T20:01:58+02:00
rna,lblint_topdiff_within,86,5,424,66.766,ok,2026-07-15T20:01:58+02:00
rna,lblint_topdiff_within,87,5,212,63.733,ok,2026-07-15T20:01:58+02:00
rna,lblint_topdiff_within,88,5,107,67.197,ok,2026-07-15T20:01:58+02:00
rna,lblint_topdiff_within,89,5,216,62.560,ok,2026-07-15T20:01:59+02:00
rna,lblint_topdiff_within,90,5,202,64.223,ok,2026-07-15T20:01:59+02:00
rna,lblint_topdiff_within,91,4,196,71.790,ok,2026-07-15T20:01:59+02:00
rna,lblint_topdiff_within,92,4,104,63.177,ok,2026-07-15T20:01:59+02:00
rna,lblint_topdiff_within,93,4,23,61.733,ok,2026-07-15T20:01:59+02:00
rna,lblint_topdiff_within,94,4,132,67.356,ok,2026-07-15T20:01:59+02:00
rna,lblint_topdiff_within,95,4,123,63.295,ok,2026-07-15T20:01:59+02:00
rna,lblint_topdiff_within,96,6,282,63.719,ok,2026-07-15T20:01:59+02:00
rna,lblint_topdiff_within,97,6,324,68.482,ok,2026-07-15T20:01:59+02:00
rna,lblint_topdiff_within,98,6,265,64.459,ok,2026-07-15T20:01:59+02:00
rna,lblint_topdiff_within,99,6,275,70.103,ok,2026-07-15T20:01:59+02:00
ptb,sed_topdiff_within,0,58,33,118.066,ok,2026-07-15T20:02:00+02:00
ptb,sed_topdiff_within,1,58,56,136.366,ok,2026-07-15T20:02:00+02:00
ptb,sed_topdiff_within,2,58,143,245.284,ok,2026-07-15T20:02:00+02:00
ptb,sed_topdiff_within,3,57,103,242.933,ok,2026-07-15T20:02:00+02:00
ptb,sed_topdiff_within,4,58,113,206.000,ok,2026-07-15T20:02:00+02:00
ptb,sed_topdiff_within,5,58,24,107.971,ok,2026-07-15T20:02:01+02:00
ptb,sed_topdiff_within,6,58,64,159.561,ok,2026-07-15T20:02:01+02:00
ptb,sed_topdiff_within,7,58,96,221.370,ok,2026-07-15T20:02:01+02:00
ptb,sed_topdiff_within,8,58,42,130.400,ok,2026-07-15T20:02:01+02:00
ptb,sed_topdiff_within,9,58,43,133.511,ok,2026-07-15T20:02:01+02:00
ptb,sed_topdiff_within,10,58,50,154.384,ok,2026-07-15T20:02:01+02:00
ptb,sed_topdiff_within,11,52,33,136.360,ok,2026-07-15T20:02:02+02:00
ptb,sed_topdiff_within,12,55,33,124.395,ok,2026-07-15T20:02:02+02:00
ptb,sed_topdiff_within,13,58,52,166.098,ok,2026-07-15T20:02:02+02:00
ptb,sed_topdiff_within,14,58,76,158.529,ok,2026-07-15T20:02:02+02:00
ptb,sed_topdiff_within,15,58,35,150.951,ok,2026-07-15T20:02:02+02:00
ptb,sed_topdiff_within,16,60,20,171.072,ok,2026-07-15T20:02:02+02:00
ptb,sed_topdiff_within,17,55,21,145.278,ok,2026-07-15T20:02:03+02:00
ptb,sed_topdiff_within,18,58,52,153.421,ok,2026-07-15T20:02:03+02:00
ptb,sed_topdiff_within,19,58,32,153.884,ok,2026-07-15T20:02:03+02:00
ptb,sed_topdiff_within,20,53,42,118.497,ok,2026-07-15T20:02:03+02:00
ptb,sed_topdiff_within,21,55,25,125.426,ok,2026-07-15T20:02:03+02:00
ptb,sed_topdiff_within,22,58,77,148.940,ok,2026-07-15T20:02:03+02:00
ptb,sed_topdiff_within,23,52,23,106.237,ok,2026-07-15T20:02:04+02:00
ptb,sed_topdiff_within,24,58,33,135.137,ok,2026-07-15T20:02:04+02:00
ptb,sed_topdiff_within,25,58,28,148.177,ok,2026-07-15T20:02:04+02:00
ptb,sed_topdiff_within,26,58,51,154.074,ok,2026-07-15T20:02:04+02:00
ptb,sed_topdiff_within,27,53,37,125.208,ok,2026-07-15T20:02:04+02:00
ptb,sed_topdiff_within,28,58,16,135.705,ok,2026-07-15T20:02:04+02:00
ptb,sed_topdiff_within,29,58,26,139.821,ok,2026-07-15T20:02:05+02:00
ptb,sed_topdiff_within,30,60,56,143.013,ok,2026-07-15T20:02:05+02:00
ptb,sed_topdiff_within,31,58,58,148.019,ok,2026-07-15T20:02:05+02:00
ptb,sed_topdiff_within,32,58,27,158.716,ok,2026-07-15T20:02:05+02:00
ptb,sed_topdiff_within,33,58,81,186.230,ok,2026-07-15T20:02:05+02:00
ptb,sed_topdiff_within,34,58,120,177.557,ok,2026-07-15T20:02:06+02:00
ptb,sed_topdiff_within,35,60,34,170.502,ok,2026-07-15T20:02:06+02:00
ptb,sed_topdiff_within,36,58,124,244.661,ok,2026-07-15T20:02:06+02:00
ptb,sed_topdiff_within,37,58,65,137.719,ok,2026-07-15T20:02:06+02:00
ptb,sed_topdiff_within,38,58,24,165.897,ok,2026-07-15T20:02:06+02:00
ptb,sed_topdiff_within,39,58,39,122.422,ok,2026-07-15T20:02:07+02:00
ptb,sed_topdiff_within,40,58,29,176.601,ok,2026-07-15T20:02:07+02:00
ptb,sed_topdiff_within,41,53,32,112.889,ok,2026-07-15T20:02:07+02:00
ptb,sed_topdiff_within,42,52,18,107.035,ok,2026-07-15T20:02:07+02:00
ptb,sed_topdiff_within,43,58,56,189.909,ok,2026-07-15T20:02:07+02:00
ptb,sed_topdiff_within,44,58,78,141.329,ok,2026-07-15T20:02:07+02:00
ptb,sed_topdiff_within,45,57,117,171.824,ok,2026-07-15T20:02:07+02:00
ptb,sed_topdiff_within,46,58,9,109.380,ok,2026-07-15T20:02:08+02:00
ptb,sed_topdiff_within,47,58,126,281.890,ok,2026-07-15T20:02:08+02:00
ptb,sed_topdiff_within,48,58,115,169.997,ok,2026-07-15T20:02:08+02:00
ptb,sed_topdiff_within,49,57,101,171.153,ok,2026-07-15T20:02:08+02:00
ptb,sed_topdiff_within,50,58,22,113.436,ok,2026-07-15T20:02:08+02:00
ptb,sed_topdiff_within,51,58,63,182.997,ok,2026-07-15T20:02:09+02:00
ptb,sed_topdiff_within,52,58,72,157.197,ok,2026-07-15T20:02:09+02:00
ptb,sed_topdiff_within,53,58,51,130.916,ok,2026-07-15T20:02:09+02:00
ptb,sed_topdiff_within,54,58,112,270.460,ok,2026-07-15T20:02:09+02:00
ptb,sed_topdiff_within,55,55,13,103.926,ok,2026-07-15T20:02:09+02:00
ptb,sed_topdiff_within,56,55,37,121.298,ok,2026-07-15T20:02:10+02:00
ptb,sed_topdiff_within,57,55,121,198.545,ok,2026-07-15T20:02:10+02:00
ptb,sed_topdiff_within,58,50,2,90.905,ok,2026-07-15T20:02:10+02:00
ptb,sed_topdiff_within,59,60,165,208.866,ok,2026-07-15T20:02:10+02:00
ptb,sed_topdiff_within,60,55,21,119.367,ok,2026-07-15T20:02:10+02:00
ptb,sed_topdiff_within,61,50,22,109.451,ok,2026-07-15T20:02:10+02:00
ptb,sed_topdiff_within,62,55,24,102.621,ok,2026-07-15T20:02:11+02:00
ptb,sed_topdiff_within,63,55,22,123.104,ok,2026-07-15T20:02:11+02:00
ptb,sed_topdiff_within,64,60,215,305.114,ok,2026-07-15T20:02:11+02:00
ptb,sed_topdiff_within,65,50,25,96.391,ok,2026-07-15T20:02:11+02:00
ptb,sed_topdiff_within,66,55,59,111.165,ok,2026-07-15T20:02:11+02:00
ptb,sed_topdiff_within,67,58,49,156.566,ok,2026-07-15T20:02:11+02:00
ptb,sed_topdiff_within,68,62,22,126.809,ok,2026-07-15T20:02:12+02:00
ptb,sed_topdiff_within,69,60,218,267.661,ok,2026-07-15T20:02:12+02:00
ptb,sed_topdiff_within,70,60,46,150.304,ok,2026-07-15T20:02:12+02:00
ptb,sed_topdiff_within,71,60,77,140.496,ok,2026-07-15T20:02:12+02:00
ptb,sed_topdiff_within,72,62,18,160.447,ok,2026-07-15T20:02:12+02:00
ptb,sed_topdiff_within,73,55,59,118.843,ok,2026-07-15T20:02:13+02:00
ptb,sed_topdiff_within,74,60,143,196.956,ok,2026-07-15T20:02:13+02:00
ptb,sed_topdiff_within,75,55,29,102.080,ok,2026-07-15T20:02:13+02:00
ptb,sed_topdiff_within,76,55,13,133.580,ok,2026-07-15T20:02:13+02:00
ptb,sed_topdiff_within,77,55,87,117.118,ok,2026-07-15T20:02:13+02:00
ptb,sed_topdiff_within,78,55,42,134.143,ok,2026-07-15T20:02:13+02:00
ptb,sed_topdiff_within,79,55,25,105.717,ok,2026-07-15T20:02:13+02:00
ptb,sed_topdiff_within,80,60,218,292.614,ok,2026-07-15T20:02:14+02:00
ptb,sed_topdiff_within,81,59,285,328.191,ok,2026-07-15T20:02:14+02:00
ptb,sed_topdiff_within,82,60,70,160.301,ok,2026-07-15T20:02:14+02:00
ptb,sed_topdiff_within,83,60,83,150.892,ok,2026-07-15T20:02:14+02:00
ptb,sed_topdiff_within,84,59,197,192.854,ok,2026-07-15T20:02:15+02:00
ptb,sed_topdiff_within,85,60,119,165.679,ok,2026-07-15T20:02:15+02:00
ptb,sed_topdiff_within,86,50,32,94.530,ok,2026-07-15T20:02:15+02:00
ptb,sed_topdiff_within,87,58,27,112.930,ok,2026-07-15T20:02:15+02:00
ptb,sed_topdiff_within,88,58,68,163.712,ok,2026-07-15T20:02:15+02:00
ptb,sed_topdiff_within,89,57,116,195.459,ok,2026-07-15T20:02:15+02:00
ptb,sed_topdiff_within,90,57,125,164.463,ok,2026-07-15T20:02:16+02:00
ptb,sed_topdiff_within,91,58,81,161.192,ok,2026-07-15T20:02:16+02:00
ptb,sed_topdiff_within,92,58,90,208.095,ok,2026-07-15T20:02:16+02:00
ptb,sed_topdiff_within,93,58,131,214.366,ok,2026-07-15T20:02:16+02:00
ptb,sed_topdiff_within,94,58,93,149.221,ok,2026-07-15T20:02:16+02:00
ptb,sed_topdiff_within,95,58,83,140.723,ok,2026-07-15T20:02:17+02:00
ptb,sed_topdiff_within,96,58,143,167.862,ok,2026-07-15T20:02:17+02:00
ptb,sed_topdiff_within,97,58,135,189.347,ok,2026-07-15T20:02:17+02:00
ptb,sed_topdiff_within,98,61,22,124.098,ok,2026-07-15T20:02:17+02:00
ptb,sed_topdiff_within,99,58,61,155.274,ok,2026-07-15T20:02:17+02:00
ptb,sed_plain_topdiff_within,0,58,33,181.175,ok,2026-07-15T20:02:18+02:00
ptb,sed_plain_topdiff_within,1,58,56,197.941,ok,2026-07-15T20:02:18+02:00
ptb,sed_plain_topdiff_within,2,58,143,295.452,ok,2026-07-15T20:02:18+02:00
ptb,sed_plain_topdiff_within,3,57,103,346.057,ok,2026-07-15T20:02:18+02:00
ptb,sed_plain_topdiff_within,4,58,113,303.122,ok,2026-07-15T20:02:19+02:00
ptb,sed_plain_topdiff_within,5,58,24,142.824,ok,2026-07-15T20:02:19+02:00
ptb,sed_plain_topdiff_within,6,58,64,210.982,ok,2026-07-15T20:02:19+02:00
ptb,sed_plain_topdiff_within,7,58,96,285.646,ok,2026-07-15T20:02:19+02:00
ptb,sed_plain_topdiff_within,8,58,42,178.136,ok,2026-07-15T20:02:20+02:00
ptb,sed_plain_topdiff_within,9,58,43,171.813,ok,2026-07-15T20:02:20+02:00
ptb,sed_plain_topdiff_within,10,58,50,194.704,ok,2026-07-15T20:02:20+02:00
ptb,sed_plain_topdiff_within,11,52,33,187.556,ok,2026-07-15T20:02:20+02:00
ptb,sed_plain_topdiff_within,12,55,33,198.083,ok,2026-07-15T20:02:20+02:00
ptb,sed_plain_topdiff_within,13,58,52,231.696,ok,2026-07-15T20:02:21+02:00
ptb,sed_plain_topdiff_within,14,58,76,248.538,ok,2026-07-15T20:02:21+02:00
ptb,sed_plain_topdiff_within,15,58,35,215.572,ok,2026-07-15T20:02:21+02:00
ptb,sed_plain_topdiff_within,16,60,20,235.392,ok,2026-07-15T20:02:21+02:00
ptb,sed_plain_topdiff_within,17,55,21,153.735,ok,2026-07-15T20:02:22+02:00
ptb,sed_plain_topdiff_within,18,58,52,164.678,ok,2026-07-15T20:02:22+02:00
ptb,sed_plain_topdiff_within,19,58,32,190.406,ok,2026-07-15T20:02:22+02:00
ptb,sed_plain_topdiff_within,20,53,42,158.354,ok,2026-07-15T20:02:22+02:00
ptb,sed_plain_topdiff_within,21,55,25,171.796,ok,2026-07-15T20:02:22+02:00
ptb,sed_plain_topdiff_within,22,58,77,267.986,ok,2026-07-15T20:02:23+02:00
ptb,sed_plain_topdiff_within,23,52,23,158.316,ok,2026-07-15T20:02:23+02:00
ptb,sed_plain_topdiff_within,24,58,33,194.340,ok,2026-07-15T20:02:23+02:00
ptb,sed_plain_topdiff_within,25,58,28,194.393,ok,2026-07-15T20:02:23+02:00
ptb,sed_plain_topdiff_within,26,58,51,210.866,ok,2026-07-15T20:02:24+02:00
ptb,sed_plain_topdiff_within,27,53,37,173.765,ok,2026-07-15T20:02:24+02:00
ptb,sed_plain_topdiff_within,28,58,16,169.849,ok,2026-07-15T20:02:24+02:00
ptb,sed_plain_topdiff_within,29,58,26,175.255,ok,2026-07-15T20:02:24+02:00
ptb,sed_plain_topdiff_within,30,60,56,203.460,ok,2026-07-15T20:02:24+02:00
ptb,sed_plain_topdiff_within,31,58,58,267.441,ok,2026-07-15T20:02:25+02:00
ptb,sed_plain_topdiff_within,32,58,27,215.233,ok,2026-07-15T20:02:25+02:00
ptb,sed_plain_topdiff_within,33,58,81,246.013,ok,2026-07-15T20:02:25+02:00
ptb,sed_plain_topdiff_within,34,58,120,246.265,ok,2026-07-15T20:02:25+02:00
ptb,sed_plain_topdiff_within,35,60,34,237.868,ok,2026-07-15T20:02:26+02:00
ptb,sed_plain_topdiff_within,36,58,124,345.332,ok,2026-07-15T20:02:26+02:00
ptb,sed_plain_topdiff_within,37,58,65,208.313,ok,2026-07-15T20:02:26+02:00
ptb,sed_plain_topdiff_within,38,58,24,174.591,ok,2026-07-15T20:02:26+02:00
ptb,sed_plain_topdiff_within,39,58,39,198.524,ok,2026-07-15T20:02:27+02:00
ptb,sed_plain_topdiff_within,40,58,29,201.522,ok,2026-07-15T20:02:27+02:00
ptb,sed_plain_topdiff_within,41,53,32,159.137,ok,2026-07-15T20:02:27+02:00
ptb,sed_plain_topdiff_within,42,52,18,149.777,ok,2026-07-15T20:02:27+02:00
ptb,sed_plain_topdiff_within,43,58,56,253.963,ok,2026-07-15T20:02:27+02:00
ptb,sed_plain_topdiff_within,44,58,78,214.425,ok,2026-07-15T20:02:28+02:00
ptb,sed_plain_topdiff_within,45,57,117,230.573,ok,2026-07-15T20:02:28+02:00
ptb,sed_plain_topdiff_within,46,58,9,166.632,ok,2026-07-15T20:02:28+02:00
ptb,sed_plain_topdiff_within,47,58,126,383.100,ok,2026-07-15T20:02:28+02:00
ptb,sed_plain_topdiff_within,48,58,115,269.316,ok,2026-07-15T20:02:29+02:00
ptb,sed_plain_topdiff_within,49,57,101,265.899,ok,2026-07-15T20:02:29+02:00
ptb,sed_plain_topdiff_within,50,58,22,168.587,ok,2026-07-15T20:02:29+02:00
ptb,sed_plain_topdiff_within,51,58,63,237.850,ok,2026-07-15T20:02:30+02:00
ptb,sed_plain_topdiff_within,52,58,72,225.254,ok,2026-07-15T20:02:30+02:00
ptb,sed_plain_topdiff_within,53,58,51,192.530,ok,2026-07-15T20:02:30+02:00
ptb,sed_plain_topdiff_within,54,58,112,302.170,ok,2026-07-15T20:02:30+02:00
ptb,sed_plain_topdiff_within,55,55,13,129.063,ok,2026-07-15T20:02:31+02:00
ptb,sed_plain_topdiff_within,56,55,37,163.962,ok,2026-07-15T20:02:31+02:00
ptb,sed_plain_topdiff_within,57,55,121,221.387,ok,2026-07-15T20:02:31+02:00
ptb,sed_plain_topdiff_within,58,50,2,115.956,ok,2026-07-15T20:02:31+02:00
ptb,sed_plain_topdiff_within,59,60,165,367.878,ok,2026-07-15T20:02:31+02:00
ptb,sed_plain_topdiff_within,60,55,21,159.571,ok,2026-07-15T20:02:32+02:00
ptb,sed_plain_topdiff_within,61,50,22,151.770,ok,2026-07-15T20:02:32+02:00
ptb,sed_plain_topdiff_within,62,55,24,146.976,ok,2026-07-15T20:02:32+02:00
ptb,sed_plain_topdiff_within,63,55,22,176.458,ok,2026-07-15T20:02:32+02:00
ptb,sed_plain_topdiff_within,64,60,215,510.581,ok,2026-07-15T20:02:32+02:00
ptb,sed_plain_topdiff_within,65,50,25,129.602,ok,2026-07-15T20:02:33+02:00
ptb,sed_plain_topdiff_within,66,55,59,156.525,ok,2026-07-15T20:02:33+02:00
ptb,sed_plain_topdiff_within,67,58,49,220.958,ok,2026-07-15T20:02:33+02:00
ptb,sed_plain_topdiff_within,68,62,22,188.791,ok,2026-07-15T20:02:34+02:00
ptb,sed_plain_topdiff_within,69,60,218,494.382,ok,2026-07-15T20:02:34+02:00
ptb,sed_plain_topdiff_within,70,60,46,265.249,ok,2026-07-15T20:02:34+02:00
ptb,sed_plain_topdiff_within,71,60,77,240.163,ok,2026-07-15T20:02:35+02:00
ptb,sed_plain_topdiff_within,72,62,18,266.221,ok,2026-07-15T20:02:35+02:00
ptb,sed_plain_topdiff_within,73,55,59,169.456,ok,2026-07-15T20:02:35+02:00
ptb,sed_plain_topdiff_within,74,60,143,256.365,ok,2026-07-15T20:02:35+02:00
ptb,sed_plain_topdiff_within,75,55,29,146.378,ok,2026-07-15T20:02:36+02:00
ptb,sed_plain_topdiff_within,76,55,13,140.005,ok,2026-07-15T20:02:36+02:00
ptb,sed_plain_topdiff_within,77,55,87,167.905,ok,2026-07-15T20:02:36+02:00
ptb,sed_plain_topdiff_within,78,55,42,215.804,ok,2026-07-15T20:02:36+02:00
ptb,sed_plain_topdiff_within,79,55,25,167.582,ok,2026-07-15T20:02:36+02:00
ptb,sed_plain_topdiff_within,80,60,218,477.474,ok,2026-07-15T20:02:36+02:00
ptb,sed_plain_topdiff_within,81,59,285,488.328,ok,2026-07-15T20:02:37+02:00
ptb,sed_plain_topdiff_within,82,60,70,284.839,ok,2026-07-15T20:02:37+02:00
ptb,sed_plain_topdiff_within,83,60,83,217.545,ok,2026-07-15T20:02:38+02:00
ptb,sed_plain_topdiff_within,84,59,197,308.641,ok,2026-07-15T20:02:38+02:00
ptb,sed_plain_topdiff_within,85,60,119,257.392,ok,2026-07-15T20:02:38+02:00
ptb,sed_plain_topdiff_within,86,50,32,138.252,ok,2026-07-15T20:02:39+02:00
ptb,sed_plain_topdiff_within,87,58,27,179.222,ok,2026-07-15T20:02:39+02:00
ptb,sed_plain_topdiff_within,88,58,68,282.937,ok,2026-07-15T20:02:39+02:00
ptb,sed_plain_topdiff_within,89,57,116,339.549,ok,2026-07-15T20:02:39+02:00
ptb,sed_plain_topdiff_within,90,57,125,263.560,ok,2026-07-15T20:02:40+02:00
ptb,sed_plain_topdiff_within,91,58,81,310.494,ok,2026-07-15T20:02:40+02:00
ptb,sed_plain_topdiff_within,92,58,90,330.690,ok,2026-07-15T20:02:40+02:00
ptb,sed_plain_topdiff_within,93,58,131,379.693,ok,2026-07-15T20:02:41+02:00
ptb,sed_plain_topdiff_within,94,58,93,292.800,ok,2026-07-15T20:02:41+02:00
ptb,sed_plain_topdiff_within,95,58,83,285.669,ok,2026-07-15T20:02:41+02:00
ptb,sed_plain_topdiff_within,96,58,143,311.464,ok,2026-07-15T20:02:42+02:00
ptb,sed_plain_topdiff_within,97,58,135,349.952,ok,2026-07-15T20:02:42+02:00
ptb,sed_plain_topdiff_within,98,61,22,223.188,ok,2026-07-15T20:02:42+02:00
ptb,sed_plain_topdiff_within,99,58,61,350.732,ok,2026-07-15T20:02:43+02:00
ptb,structural_topdiff_within,0,58,33,1027.192,ok,2026-07-15T20:02:43+02:00
ptb,structural_topdiff_within,1,58,56,704.781,ok,2026-07-15T20:02:44+02:00
ptb,structural_topdiff_within,2,58,143,967.549,ok,2026-07-15T20:02:45+02:00
ptb,structural_topdiff_within,3,57,103,1173.140,ok,2026-07-15T20:02:46+02:00
ptb,structural_topdiff_within,4,58,113,1335.359,ok,2026-07-15T20:02:47+02:00
ptb,structural_topdiff_within,5,58,24,583.632,ok,2026-07-15T20:02:48+02:00
ptb,structural_topdiff_within,6,58,64,1152.646,ok,2026-07-15T20:02:49+02:00
ptb,structural_topdiff_within,7,58,96,872.859,ok,2026-07-15T20:02:50+02:00
ptb,structural_topdiff_within,8,58,42,599.570,ok,2026-07-15T20:02:51+02:00
ptb,structural_topdiff_within,9,58,43,873.497,ok,2026-07-15T20:02:52+02:00
ptb,structural_topdiff_within,10,58,50,875.442,ok,2026-07-15T20:02:53+02:00
ptb,structural_topdiff_within,11,52,33,846.207,ok,2026-07-15T20:02:53+02:00
ptb,structural_topdiff_within,12,55,33,892.285,ok,2026-07-15T20:02:54+02:00
ptb,structural_topdiff_within,13,58,52,1243.172,ok,2026-07-15T20:02:55+02:00
ptb,structural_topdiff_within,14,58,76,769.316,ok,2026-07-15T20:02:56+02:00
ptb,structural_topdiff_within,15,58,35,732.493,ok,2026-07-15T20:02:57+02:00
ptb,structural_topdiff_within,16,60,20,1025.126,ok,2026-07-15T20:02:58+02:00
ptb,structural_topdiff_within,17,55,21,751.547,ok,2026-07-15T20:02:59+02:00
ptb,structural_topdiff_within,18,58,52,552.094,ok,2026-07-15T20:03:00+02:00
ptb,structural_topdiff_within,19,58,32,811.220,ok,2026-07-15T20:03:00+02:00
ptb,structural_topdiff_within,20,53,42,667.769,ok,2026-07-15T20:03:01+02:00
ptb,structural_topdiff_within,21,55,25,1061.256,ok,2026-07-15T20:03:02+02:00
ptb,structural_topdiff_within,22,58,77,886.548,ok,2026-07-15T20:03:03+02:00
ptb,structural_topdiff_within,23,52,23,771.455,ok,2026-07-15T20:03:04+02:00
ptb,structural_topdiff_within,24,58,33,789.518,ok,2026-07-15T20:03:05+02:00
ptb,structural_topdiff_within,25,58,28,793.489,ok,2026-07-15T20:03:06+02:00
ptb,structural_topdiff_within,26,58,51,755.801,ok,2026-07-15T20:03:06+02:00
ptb,structural_topdiff_within,27,53,37,534.692,ok,2026-07-15T20:03:07+02:00
ptb,structural_topdiff_within,28,58,16,867.864,ok,2026-07-15T20:03:08+02:00
ptb,structural_topdiff_within,29,58,26,799.804,ok,2026-07-15T20:03:09+02:00
ptb,structural_topdiff_within,30,60,56,771.611,ok,2026-07-15T20:03:09+02:00
ptb,structural_topdiff_within,31,58,58,770.486,ok,2026-07-15T20:03:10+02:00
ptb,structural_topdiff_within,32,58,27,1003.711,ok,2026-07-15T20:03:11+02:00
ptb,structural_topdiff_within,33,58,81,789.763,ok,2026-07-15T20:03:12+02:00
ptb,structural_topdiff_within,34,58,120,767.388,ok,2026-07-15T20:03:13+02:00
ptb,structural_topdiff_within,35,60,34,949.565,ok,2026-07-15T20:03:14+02:00
ptb,structural_topdiff_within,36,58,124,1279.224,ok,2026-07-15T20:03:15+02:00
ptb,structural_topdiff_within,37,58,65,783.770,ok,2026-07-15T20:03:16+02:00
ptb,structural_topdiff_within,38,58,24,756.235,ok,2026-07-15T20:03:17+02:00
ptb,structural_topdiff_within,39,58,39,648.485,ok,2026-07-15T20:03:17+02:00
ptb,structural_topdiff_within,40,58,29,793.580,ok,2026-07-15T20:03:18+02:00
ptb,structural_topdiff_within,41,53,32,542.555,ok,2026-07-15T20:03:19+02:00
ptb,structural_topdiff_within,42,52,18,654.768,ok,2026-07-15T20:03:19+02:00
ptb,structural_topdiff_within,43,58,56,1244.763,ok,2026-07-15T20:03:20+02:00
ptb,structural_topdiff_within,44,58,78,670.812,ok,2026-07-15T20:03:21+02:00
ptb,structural_topdiff_within,45,57,117,1068.951,ok,2026-07-15T20:03:22+02:00
ptb,structural_topdiff_within,46,58,9,609.136,ok,2026-07-15T20:03:23+02:00
